Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1173","spr1081","VBIStrPne107296_1173","PATRIC.171101.6.NC_003098.CDS.1076480.1076752.rev","PATRIC","CDS",1076480,1076752,273,"-","FIG00006474","PLF_1301_00003557","PGF_00029489","NP_358674.1",90,,"PTS system, galactose-specific IIA component (EC 2.7.1.204)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.119","spr0100","VBIStrPne107296_0119","PATRIC.171101.6.NC_003098.CDS.107650.108291.fwd","PATRIC","CDS",107650,108291,642,"+","FIG01956052","PLF_1301_00024987","PGF_10347576","NP_357694.1",213,"ABC-NBD","ABC-type antimicrobial peptide transport system, ATPase component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1174",,"VBIStrPne107296_1174","PATRIC.171101.6.NC_003098.CDS.1076752.1076868.rev","PATRIC","CDS",1076752,1076868,117,"-","FIG00006474","PLF_1301_00003557","PGF_00029489",,38,,"PTS system, galactose-specific IIA component (EC 2.7.1.204)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1175",,"VBIStrPne107296_1175","PATRIC.171101.6.NC_003098.CDS.1077136.1077288.fwd","PATRIC","CDS",1077136,1077288,153,"+","FIG01956569","PLF_1301_00013005","PGF_08225224",,50,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1176","spr1082","VBIStrPne107296_1176","PATRIC.171101.6.NC_003098.CDS.1077369.1079192.rev","PATRIC","CDS",1077369,1079192,1824,"-","FIG00000165","PLF_1301_00000107","PGF_00060414","NP_358675.1",607,"lepA","Translation elongation factor LepA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1177","spr1083","VBIStrPne107296_1177","PATRIC.171101.6.NC_003098.CDS.1079271.1079999.rev","PATRIC","CDS",1079271,1079999,729,"-","FIG01323010","PLF_1301_00001042","PGF_03033259","NP_358676.1",242,"pphA","Serine/threonine protein phosphatase (EC 3.1.3.16)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1178","spr1084","VBIStrPne107296_1178","PATRIC.171101.6.NC_003098.CDS.1080001.1081668.rev","PATRIC","CDS",1080001,1081668,1668,"-","FIG00000317","PLF_1301_00000303","PGF_00421796","NP_358677.1",555,"recN","DNA repair protein RecN","GO:0005524|ATP binding;GO:0005694|chromosome;GO:0051276|chromosome organization and biogenesis"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1179","spr1085","VBIStrPne107296_1179","PATRIC.171101.6.NC_003098.CDS.1081675.1082067.rev","PATRIC","CDS",1081675,1082067,393,"-","FIG01956508","PLF_1301_00001159","PGF_00064451","NP_358678.1",130,"ahrC","Arginine repressor ArgR, putative",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1180","spr1086","VBIStrPne107296_1180","PATRIC.171101.6.NC_003098.CDS.1082099.1082914.rev","PATRIC","CDS",1082099,1082914,816,"-","FIG00001125","PLF_1301_00000404","PGF_00011463","NP_358679.1",271,,"RNA binding methyltransferase FtsJ like",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1181","spr1087","VBIStrPne107296_1181","PATRIC.171101.6.NC_003098.CDS.1082907.1083782.rev","PATRIC","CDS",1082907,1083782,876,"-","FIG01956149","PLF_1301_00000672","PGF_06784545","NP_358680.1",291,"ispA","(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)","GO:0004337|geranyltranstransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1182","spr1088","VBIStrPne107296_1182","PATRIC.171101.6.NC_003098.CDS.1083779.1083991.rev","PATRIC","CDS",1083779,1083991,213,"-","FIG00000435","PLF_1301_00001338","PGF_05076104","NP_358681.1",70,"xseB","Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)","GO:0008855|exodeoxyribonuclease VII activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1183","spr1089","VBIStrPne107296_1183","PATRIC.171101.6.NC_003098.CDS.1083969.1085309.rev","PATRIC","CDS",1083969,1085309,1341,"-","FIG00000323","PLF_1301_00000274","PGF_00425024","NP_358682.1",446,"xseA","Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)","GO:0008855|exodeoxyribonuclease VII activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.120","spr0101","VBIStrPne107296_0120","PATRIC.171101.6.NC_003098.CDS.108497.109303.fwd","PATRIC","CDS",108497,109303,807,"+","FIG01326133","PLF_1301_00001775","PGF_05873585","NP_357695.1",268,"ABC-SBP","ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1184","spr1090","VBIStrPne107296_1184","PATRIC.171101.6.NC_003098.CDS.1085437.1086075.rev","PATRIC","CDS",1085437,1086075,639,"-","FIG00001755","PLF_1301_00000319","PGF_01776925","NP_358683.1",212,"udK","Uridine kinase (EC 2.7.1.48)","GO:0004849|uridine kinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1185","spr1091","VBIStrPne107296_1185","PATRIC.171101.6.NC_003098.CDS.1086183.1086485.rev","PATRIC","CDS",1086183,1086485,303,"-","FIG01116843","PLF_1301_00001678","PGF_03496118","NP_358684.1",100,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1186",,"VBIStrPne107296_1186","PATRIC.171101.6.NC_003098.CDS.1086482.1086577.rev","PATRIC","CDS",1086482,1086577,96,"-","FIG00638284","PLF_1301_00027226","PGF_03500439",,31,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1187","spr1092","VBIStrPne107296_1187","PATRIC.171101.6.NC_003098.CDS.1086726.1087604.rev","PATRIC","CDS",1086726,1087604,879,"-","FIG01016270","PLF_1301_00000283","PGF_00413295","NP_358685.1",292,"truB","tRNA pseudouridine(55) synthase (EC 5.4.99.25)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1188","spr1093","VBIStrPne107296_1188","PATRIC.171101.6.NC_003098.CDS.1087705.1090890.rev","PATRIC","CDS",1087705,1090890,3186,"-","FIG01345846","PLF_1301_00002896","PGF_00070997","NP_358686.1",1061,,"erythrocyte invasion and possible binding protein; Rhoptry protein (2401 aa), Plasmodium yoelii (U36927); 520/1194 positive aa (43%)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1189","spr1094","VBIStrPne107296_1189","PATRIC.171101.6.NC_003098.CDS.1090902.1092176.rev","PATRIC","CDS",1090902,1092176,1275,"-","FIG01114262","PLF_1301_00000598","PGF_08225224","NP_358687.1",424,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1190","spr1095","VBIStrPne107296_1190","PATRIC.171101.6.NC_003098.CDS.1092272.1093387.rev","PATRIC","CDS",1092272,1093387,1116,"-","FIG00000417","PLF_1301_00000617","PGF_04792526","NP_358688.1",371,"metY-truncation","O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)","GO:0003961|O-acetylhomoserine aminocarboxypropyltransferase activity;GO:0003962|cystathionine gamma-synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.121","spr0102","VBIStrPne107296_0121","PATRIC.171101.6.NC_003098.CDS.109320.110516.fwd","PATRIC","CDS",109320,110516,1197,"+","FIG00000301","PLF_1301_00001373","PGF_02862285","NP_357696.1",398,"argG","Argininosuccinate synthase (EC 6.3.4.5)","GO:0004055|argininosuccinate synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1191","spr1096","VBIStrPne107296_1191","PATRIC.171101.6.NC_003098.CDS.1093409.1093531.rev","PATRIC","CDS",1093409,1093531,123,"-","FIG00000417","PLF_1301_00001657","PGF_04792526","NP_358689.1",40,"metY-truncation","O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)","GO:0003961|O-acetylhomoserine aminocarboxypropyltransferase activity;GO:0003962|cystathionine gamma-synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1192","spr1097","VBIStrPne107296_1192","PATRIC.171101.6.NC_003098.CDS.1093679.1094476.rev","PATRIC","CDS",1093679,1094476,798,"-","FIG01309632","PLF_1301_00000957","PGF_00006248","NP_358690.1",265,"nirC","Formate-nitrate transporter",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1193","spr1098","VBIStrPne107296_1193","PATRIC.171101.6.NC_003098.CDS.1094720.1095463.rev","PATRIC","CDS",1094720,1095463,744,"-","FIG00007328","PLF_1301_00001232","PGF_08842081","NP_358691.1",247,"srtA","Sortase A, LPXTG specific",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1194","spr1099","VBIStrPne107296_1194","PATRIC.171101.6.NC_003098.CDS.1095463.1097931.rev","PATRIC","CDS",1095463,1097931,2469,"-","FIG00000080","PLF_1301_00000162","PGF_03272313","NP_358692.1",822,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1195","spr1100","VBIStrPne107296_1195","PATRIC.171101.6.NC_003098.CDS.1098125.1099111.fwd","PATRIC","CDS",1098125,1099111,987,"+","FIG00000812","PLF_1301_00000247","PGF_03941737","NP_358693.1",328,"ldh","L-lactate dehydrogenase (EC 1.1.1.27)","GO:0004459|L-lactate dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1196","spr1101","VBIStrPne107296_1196","PATRIC.171101.6.NC_003098.CDS.1099497.1102751.rev","PATRIC","CDS",1099497,1102751,3255,"-","FIG01526052","PLF_1301_00002745","PGF_00063295","NP_358694.1",1084,"spnII-interrupted-C","Type II restriction endonuclease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1197","spr1102","VBIStrPne107296_1197","PATRIC.171101.6.NC_003098.CDS.1102916.1104787.rev","PATRIC","CDS",1102916,1104787,1872,"-","FIG01526052","PLF_1301_00002913","PGF_00063295","NP_358695.1",623,"spnII-interrupted-N","Type II restriction endonuclease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1198","spr1103","VBIStrPne107296_1198","PATRIC.171101.6.NC_003098.CDS.1104862.1105116.rev","PATRIC","CDS",1104862,1105116,255,"-","FIG00041823","PLF_1301_00001546","PGF_10542814","NP_358696.1",84,,"mRNA interferase RelE",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1199","spr1104","VBIStrPne107296_1199","PATRIC.171101.6.NC_003098.CDS.1105118.1105360.rev","PATRIC","CDS",1105118,1105360,243,"-","FIG01304490","PLF_1301_00001259","PGF_03495267","NP_358697.1",80,,"SMT0609 replicon stabilization protein (antitoxin to SMT0608)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.122","spr0103","VBIStrPne107296_0122","PATRIC.171101.6.NC_003098.CDS.110545.111936.fwd","PATRIC","CDS",110545,111936,1392,"+","FIG00000333","PLF_1301_00129682","PGF_02620298","NP_357697.1",463,"argH","Argininosuccinate lyase (EC 4.3.2.1)","GO:0004056|argininosuccinate lyase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1200","spr1105","VBIStrPne107296_1200","PATRIC.171101.6.NC_003098.CDS.1105451.1106260.rev","PATRIC","CDS",1105451,1106260,810,"-","FIG01304699","PLF_1301_00000436","PGF_01127158","NP_358698.1",269,"vicX","Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1201","spr1106","VBIStrPne107296_1201","PATRIC.171101.6.NC_003098.CDS.1106262.1107611.rev","PATRIC","CDS",1106262,1107611,1350,"-","FIG00122441","PLF_1301_00000322","PGF_02788357","NP_358699.1",449,"hk02","Two-component sensor kinase SA14-24","GO:0000155|two-component sensor activity;GO:0004871|signal transducer activity;GO:0005524|ATP binding;GO:0007165|signal transduction;GO:0016020|membrane"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1202","spr1107","VBIStrPne107296_1202","PATRIC.171101.6.NC_003098.CDS.1107604.1108308.rev","PATRIC","CDS",1107604,1108308,705,"-","FIG00001637","PLF_1301_00000169","PGF_06364262","NP_358700.1",234,"rr02","Two-component response regulator SA14-24","GO:0000156|two-component response regulator activity;GO:0003677|DNA binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1203","spr1108","VBIStrPne107296_1203","PATRIC.171101.6.NC_003098.CDS.1108363.1109538.rev","PATRIC","CDS",1108363,1109538,1176,"-","FIG00000395","PLF_1301_00000778","PGF_02617708","NP_358701.1",391,"mutY","A/G-specific adenine glycosylase (EC 3.2.2.-)","GO:0003677|DNA binding;GO:0005622|intracellular;GO:0006284|base-excision repair"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1204",,"VBIStrPne107296_1204","PATRIC.171101.6.NC_003098.CDS.1109635.1109745.fwd","PATRIC","CDS",1109635,1109745,111,"+","FIG01335776","PLF_1301_00021477","PGF_03497629",,36,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1205","spr1109","VBIStrPne107296_1205","PATRIC.171101.6.NC_003098.CDS.1109867.1111537.rev","PATRIC","CDS",1109867,1111537,1671,"-","FIG00000877","PLF_1301_00000142","PGF_00006245","NP_358702.1",556,"fhs","Formate--tetrahydrofolate ligase (EC 6.3.4.3)","GO:0004329|formate-tetrahydrofolate ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1206","spr1110","VBIStrPne107296_1206","PATRIC.171101.6.NC_003098.CDS.1111767.1112456.fwd","PATRIC","CDS",1111767,1112456,690,"+","FIG00002772","PLF_1301_00000882","PGF_00033900","NP_358703.1",229,"dfp-C-terminus","Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)","GO:0004632|phosphopantothenate--cysteine ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1207","spr1111","VBIStrPne107296_1207","PATRIC.171101.6.NC_003098.CDS.1112468.1113019.fwd","PATRIC","CDS",1112468,1113019,552,"+","FIG00003329","PLF_1301_00141866","PGF_03439822","NP_358704.1",183,"dfp-N-terminus","Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)","GO:0004633|phosphopantothenoylcysteine decarboxylase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1208","spr1112","VBIStrPne107296_1208","PATRIC.171101.6.NC_003098.CDS.1113003.1113566.fwd","PATRIC","CDS",1113003,1113566,564,"+","FIG00088996","PLF_1301_00008973","PGF_00054388","NP_358705.1",187,,"Substrate-specific component PanT of predicted pantothenate ECF transporter",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1209","spr1113","VBIStrPne107296_1209","PATRIC.171101.6.NC_003098.CDS.1113848.1114375.fwd","PATRIC","CDS",1113848,1114375,528,"+","FIG00035226","PLF_1301_00001282","PGF_00054381","NP_358706.1",175,,"Substrate-specific component NiaX of predicted niacin ECF transporter",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1210","spr1114","VBIStrPne107296_1210","PATRIC.171101.6.NC_003098.CDS.1114387.1114902.fwd","PATRIC","CDS",1114387,1114902,516,"+","FIG00005479","PLF_1301_00000848","PGF_00060261","NP_358707.1",171,,"Transcriptional repressor for NAD biosynthesis in gram-positives","GO:0005488|binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1211","spr1115","VBIStrPne107296_1211","PATRIC.171101.6.NC_003098.CDS.1114899.1115366.rev","PATRIC","CDS",1114899,1115366,468,"-","FIG01323436","PLF_1301_00000892","PGF_02166459","NP_358708.1",155,,"MutT/Nudix family protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1212","spr1116","VBIStrPne107296_1212","PATRIC.171101.6.NC_003098.CDS.1115440.1115748.rev","PATRIC","CDS",1115440,1115748,309,"-","FIG00905362","PLF_1301_00001601","PGF_12748502","NP_358709.1",102,,"Acetyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1213","spr1117","VBIStrPne107296_1213","PATRIC.171101.6.NC_003098.CDS.1115894.1116457.rev","PATRIC","CDS",1115894,1116457,564,"-","FIG00905362","PLF_1301_00001638","PGF_10429336","NP_358710.1",187,,"Acetyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1214","spr1118","VBIStrPne107296_1214","PATRIC.171101.6.NC_003098.CDS.1116467.1118455.rev","PATRIC","CDS",1116467,1118455,1989,"-","FIG00000146","PLF_1301_00000141","PGF_00950554","NP_358711.1",662,"uvrB","Excinuclease ABC subunit B","GO:0003676|nucleic acid binding;GO:0003677|DNA binding;GO:0004386|helicase activity;GO:0004518|nuclease activity;GO:0005524|ATP binding;GO:0006289|nucleotide-excision repair"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1215","spr1119","VBIStrPne107296_1215","PATRIC.171101.6.NC_003098.CDS.1118532.1119485.rev","PATRIC","CDS",1118532,1119485,954,"-","FIG01354253","PLF_1301_00000701","PGF_01315021","NP_358712.1",317,,"CAAX amino terminal protease family protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1216","spr1120","VBIStrPne107296_1216","PATRIC.171101.6.NC_003098.CDS.1119658.1121823.fwd","PATRIC","CDS",1119658,1121823,2166,"+","FIG01319553","PLF_1301_00000532","PGF_01578680","NP_358713.1",721,"glnP","Glutamine ABC transporter, substrate-binding protein GlnH / Glutamine ABC transporter, substrate-binding protein GlnH / Glutamine ABC transporter, permease protein GlnP",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1217","spr1121","VBIStrPne107296_1217","PATRIC.171101.6.NC_003098.CDS.1121823.1122563.fwd","PATRIC","CDS",1121823,1122563,741,"+","FIG01114305","PLF_1301_00001105","PGF_00008281","NP_358714.1",246,"glnQ","Glutamine ABC transporter, ATP-binding protein GlnQ",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.123","spr0104","VBIStrPne107296_0123","PATRIC.171101.6.NC_003098.CDS.112225.113088.rev","PATRIC","CDS",112225,113088,864,"-","FIG01114191","PLF_1301_00135431","PGF_08225224","NP_357698.1",287,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1218","spr1122","VBIStrPne107296_1218","PATRIC.171101.6.NC_003098.CDS.1122712.1124199.fwd","PATRIC","CDS",1122712,1124199,1488,"+","FIG00000332","PLF_1301_00001065","PGF_06027248","NP_358715.1",495,"zwf","Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)","GO:0004345|glucose-6-phosphate dehydrogenase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1219","spr1123","VBIStrPne107296_1219","PATRIC.171101.6.NC_003098.CDS.1124245.1125522.rev","PATRIC","CDS",1124245,1125522,1278,"-","FIG00000095","PLF_1301_00000388","PGF_08905885","NP_358716.1",425,"ftsY","Signal recognition particle receptor FtsY",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1220","spr1124","VBIStrPne107296_1220","PATRIC.171101.6.NC_003098.CDS.1125526.1126344.rev","PATRIC","CDS",1125526,1126344,819,"-","FIG00510207","PLF_1301_00001040","PGF_02899915","NP_358717.1",272,,"Hydrolase, HAD superfamily",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1221","spr1125","VBIStrPne107296_1221","PATRIC.171101.6.NC_003098.CDS.1126344.1127138.rev","PATRIC","CDS",1126344,1127138,795,"-","FIG00510207","PLF_1301_00001045","PGF_02899915","NP_358718.1",264,,"Hydrolase, HAD superfamily",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1222","spr1126","VBIStrPne107296_1222","PATRIC.171101.6.NC_003098.CDS.1127135.1130674.rev","PATRIC","CDS",1127135,1130674,3540,"-","FIG00026918","PLF_1301_00000483","PGF_09950730","NP_358719.1",1179,"smc","Chromosome partition protein smc","GO:0005515|protein binding;GO:0005524|ATP binding;GO:0005694|chromosome;GO:0051276|chromosome organization and biogenesis"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1223","spr1127","VBIStrPne107296_1223","PATRIC.171101.6.NC_003098.CDS.1130665.1131363.rev","PATRIC","CDS",1130665,1131363,699,"-","FIG00000208","PLF_1301_00000346","PGF_03790040","NP_358720.1",232,"rnc","Ribonuclease III (EC 3.1.26.3)","GO:0004525|ribonuclease III activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1224","spr1128","VBIStrPne107296_1224","PATRIC.171101.6.NC_003098.CDS.1131681.1132667.rev","PATRIC","CDS",1131681,1132667,987,"-","FIG00001278","PLF_1301_00000543","PGF_00006931","NP_358721.1",328,"guaC","GMP reductase (EC 1.7.1.7)","GO:0003920|GMP reductase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.1225","spr1129","VBIStrPne107296_1225","PATRIC.171101.6.NC_003098.CDS.1132842.1134158.rev","PATRIC","CDS",1132842,1134158,1317,"-","FIG01114569","PLF_1301_00001558","PGF_02115561","NP_358722.1",438,,"hypothetical protein",
